food_type,name,name_ja,image
vegetable,lettuce,レタス,lettuce
vegetable,spinach,ほうれん草,spinach
vegetable,carrot,にんじん,carrot
vegetable,tomato,トマト,tomato
vegetable,potato,じゃがいも,potato
vegetable,leek,ねぎ,leek
vegetable,onion,たまねぎ,onion
vegetable,eggplant,なす,eggplant
vegetable,tofu,豆腐,tofu
vegetable,broccoli,ブロッコリー,broccoli
vegetable,avocado,アボカド,avocado
vegetable,pumpkin,かぼちゃ,pumpkin
